id,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Card_image,Full_image
256,"The Legend of Zelda: The Wind Waker",GC,2003,Adventure,"Nintendo  ","Nintendo EAD  ",9.6,0,2.6,0.99,0.89,0.13,4.6,https://www.vgchartz.com/games/boxart/full_6636308AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-the-wind-waker_banner93.jpg
257,"Tony Hawk's Pro Skater 3",PS2,2001,Sports,"Activision  ","Neversoft Entertainment  ",9.1,0,2.66,1.29,0.01,0.46,4.41,https://www.vgchartz.com/games/boxart/7125264ccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater-3_banner53.png
258,"Winning Eleven: Pro Evolution Soccer 2007",PS2,2007,Sports,"Konami  ","Konami Computer Entertainment Tokyo  ",8.8,0,0.1,2.39,1.05,0.86,4.39,https://www.vgchartz.com/games/boxart/full_2440699AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/winning-eleven-pro-evolution-soccer-2007_banner18.jpg
259,"Zelda II: The Adventure of Link",NES,1988,Adventure,"Nintendo  ","Nintendo EAD  ",0,0,2.19,0.5,1.61,0.08,4.38,https://www.vgchartz.com/games/boxart/full_5047635AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/zelda-ii-the-adventure-of-link_banner7.jpg
260,"Michael Jackson: The Experience",Wii,2010,Misc,"Ubisoft  ","Ubisoft Montpellier  ",5.6,0,2.64,1.33,0.01,0.39,4.37,https://www.vgchartz.com/games/boxart/full_michael-jackson-the-experience_693AmericaFront.jpg,https://www.vgchartz.com/games/banners/michael-jackson-the-experience_banner13.jpg
261,"Tom Clancy's The Division",PS4,2016,Shooter,"Ubisoft  ","Massive Entertainment  ",0,0,1.49,2.04,0.16,0.69,4.37,https://www.vgchartz.com/games/boxart/full_8077647AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/884621673095ccc.png
262,"Need for Speed: Most Wanted",PS2,2005,Racing,"Electronic Arts  ","EA Canada  ",8.6,0,2.03,1.79,0.08,0.47,4.37,https://www.vgchartz.com/games/boxart/full_137103AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-most-wanted_banner87.png
263,"Tom Clancy's Rainbow Six: Siege",PS4,2015,Shooter,"Ubisoft  ","Ubisoft Montreal  ",0,0,1.29,2.06,0.36,0.64,4.36,https://www.vgchartz.com/games/boxart/full_2998894AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/461386982933ccc.jpg
264,"Call of Duty: Advanced Warfare",X360,2014,Shooter,"Activision  ","High Moon Studios  ",9.1,0,2.81,1.13,0,0.41,4.34,https://www.vgchartz.com/games/boxart/full_4034633AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/310354481794ccc.jpg
265,"Watch Dogs",PS4,2014,Action-Adventure,"Ubisoft  ","Ubisoft Montreal  ",0,0,1.4,2.13,0.11,0.68,4.32,https://www.vgchartz.com/games/boxart/full_5952592AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/752154671547ccc.jpg
266,"Animal Crossing: City Folk",Wii,2008,Simulation,"Nintendo  ","Nintendo EAD  ",7.1,8.8,1.84,1.13,1.32,0.36,4.65,https://www.vgchartz.com/games/boxart/full_3192593AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/animal-crossing-city-folk_banner15.jpg
267,"Dragon Quest VII",PS,2001,Role-Playing,"Enix  ","Heart Beat  ",8,3,0.2,0.14,4.1,0.02,4.47,https://www.vgchartz.com/games/boxart/1747742ccc.jpg,https://www.vgchartz.com/games/banners/dragon-warrior-vii_banner88.png
268,"Monster Hunter Generations",3DS,2016,Action,"Capcom  ","Capcom  ",8.8,0,0.42,0.26,2.82,0.07,3.56,https://www.vgchartz.com/games/boxart/full_1311455AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/702093585569ccc.jpg
269,"Batman: Arkham Asylum",PS3,2009,Action,"Eidos Interactive  ","Rocksteady Studios  ",9,0,2.26,1.33,0.07,0.63,4.28,https://www.vgchartz.com/games/boxart/full_8831048AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/batman-arkham-asylum_banner39.png
270,"Call of Duty: Advanced Warfare",PS3,2014,Shooter,"Activision  ","High Moon Studios  ",9.1,0,1.59,1.81,0.2,0.67,4.27,https://www.vgchartz.com/games/boxart/full_4650769AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/896329381795ccc.jpg
271,"God of War II",PS2,2007,Action,"Sony Computer Entertainment  ","SCEA Santa Monica Studio  ",9.3,9.8,2.32,0.04,0.04,1.67,4.07,https://www.vgchartz.com/games/boxart/full_9897259AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/god-of-war-ii_banner96.jpg
272,"Namco Museum",GBA,2001,Misc,"Namco  ","Mass Media  ",0,0,3,1.11,0.05,0.07,4.24,https://www.vgchartz.com/games/boxart/7930398ccc.jpg,https://www.vgchartz.com/games/banners/namco-museum_banner81.jpg
273,"Super Paper Mario",Wii,2007,Platform,"Nintendo  ","Intelligent Systems  ",8.5,0,1.95,0.87,0.59,0.32,3.73,https://www.vgchartz.com/games/boxart/full_4113341AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-paper-mario_banner28.jpg
274,"Assassin's Creed: Revelations",PS3,2011,Action,"Ubisoft  ","Ubisoft Montreal  ",8.8,0,1.41,2.03,0.1,0.69,4.23,https://www.vgchartz.com/games/boxart/full_assassins-creed-revelations_212AmericaFront.jpg,https://www.vgchartz.com/games/banners/assassins-creed-revelations_banner31.jpg
275,"Assassin's Creed: Revelations",X360,2011,Action,"Ubisoft  ","Ubisoft Montreal  ",7.9,0,2.28,1.47,0.04,0.44,4.22,https://www.vgchartz.com/games/boxart/full_assassins-creed-revelations_328AmericaFront.jpg,https://www.vgchartz.com/games/banners/assassins-creed-revelations_banner57.jpg
276,"FIFA Soccer 06",PS2,2005,Sports,"EA Sports  ","EA Canada  ",8.4,0,0.78,2.55,0.04,0.84,4.21,https://www.vgchartz.com/games/boxart/6864151ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-06_banner91.jpg
277,"Monster Hunter 4 Ultimate",3DS,2015,Role-Playing,"Capcom  ","Capcom  ",8.8,0,0.72,0.49,2.63,0.12,3.96,https://www.vgchartz.com/games/boxart/full_7735329AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/664687784734ccc.jpg
278,"Street Fighter IV",PS3,2009,Fighting,"Capcom  ","Capcom / Dimps Corporation  ",9.3,9,2.04,1.05,0.59,0.52,4.19,https://www.vgchartz.com/games/boxart/full_4144122AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/street-fighter-iv_banner73.jpg
279,"FIFA Soccer 12",X360,2011,Sports,"EA Sports  ","EA Canada  ",9.2,0,0.85,2.79,0.02,0.52,4.18,https://www.vgchartz.com/games/boxart/full_fifa-soccer-12_845AmericaFront.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-12_banner71.jpg
280,"Call of Duty: Ghosts",PS4,2013,Shooter,"Activision  ","Infinity Ward  ",7.5,0,1.79,1.64,0.05,0.69,4.17,https://www.vgchartz.com/games/boxart/full_9732403AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/574217372126ccc.jpg
281,"Teenage Mutant Ninja Turtles",NES,1989,Platform,"Ultra Games  ","Konami  ",5.9,0,3.38,0.44,0.31,0.04,4.17,https://www.vgchartz.com/games/boxart/8290971ccc.jpg,https://www.vgchartz.com/games/banners/teenage-mutant-ninja-turtles_banner99.jpg
282,Excitebike,NES,1985,Racing,"Nintendo  ","Nintendo R&D1  ",0,0,2.04,0.48,1.57,0.07,4.16,https://www.vgchartz.com/games/boxart/1280663ccc.jpg,https://www.vgchartz.com/games/banners/82191596250ccc.png
283,"The Legend of Zelda: A Link Between Worlds",3DS,2013,Adventure,"Nintendo  ","Nintendo EAD  ",9.3,0,1.53,1.31,0.47,0.26,3.57,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/897860573171ccc.jpg
284,"Star Wars Battlefront (2015)",XOne,2015,Shooter,"Electronic Arts  ","EA DICE  ",6.9,0,2.49,1.26,0.02,0.38,4.15,https://www.vgchartz.com/games/boxart/full_8451662AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/516634783363ccc.jpg
285,"FIFA 14",X360,2013,Sports,"EA Sports  ","EA Canada  ",0,0,0.94,2.92,0.01,0.29,4.15,https://www.vgchartz.com/games/boxart/full_6590731AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/716619472085ccc.jpg
286,"Madden NFL 2003",PS2,2002,Sports,"EA Sports  ","EA Tiburon  ",9.4,0,3.36,0.21,0.01,0.56,4.14,https://www.vgchartz.com/games/boxart/32121ccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-2003_banner25.png
287,"Assassin's Creed: Unity",PS4,2014,Action,"Ubisoft  ","Ubisoft Montreal  ",0,0,1.25,2.16,0.09,0.65,4.14,https://www.vgchartz.com/games/boxart/full_9858108AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/825955580235ccc.png
288,"Destiny 2",PS4,2017,Shooter,"Activision  ","Bungie  ",0,0,1.92,1.44,0.1,0.69,4.14,https://www.vgchartz.com/games/boxart/full_9963001AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6861019166065ccc.png
289,"Super Mario World 2: Yoshi's Island",SNES,1995,Platform,"Nintendo  ","Nintendo EAD  ",9,0,1.65,0.61,1.76,0.09,4.12,https://www.vgchartz.com/games/boxart/269609ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-world-2-yoshis-island_banner95.jpg
290,"Batman: Arkham Knight",PS4,2015,Action,"Warner Bros. Interactive  ","Rocksteady Studios  ",8.1,0,1.65,1.68,0.11,0.66,4.11,https://www.vgchartz.com/games/boxart/full_2497280AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/938973579437ccc.png
291,"FIFA 07 Soccer",PS2,2006,Sports,"EA Sports  ","Team Fusion  ",8.4,0,0.71,2.48,0.03,0.89,4.11,https://www.vgchartz.com/games/boxart/8249133ccc.jpg,https://www.vgchartz.com/games/banners/fifa-07-soccer_banner29.jpg
292,"Street Fighter II Turbo",SNES,1993,Fighting,"Capcom  ","Capcom  ",9,0,1.42,0.51,2.1,0.07,4.1,https://www.vgchartz.com/games/boxart/full_street-fighter-ii-turbo_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/street-fighter-ii-turbo_banner19.jpg
293,"Crash Bandicoot 2: Cortex Strikes Back",PS,1997,Platform,"Sony Computer Entertainment  ","Naughty Dog  ",8.6,0,3.78,2.17,1.31,0.31,7.58,https://www.vgchartz.com/games/boxart/full_7543191AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/crash-bandicoot-2-cortex-strikes-back_banner93.jpg
294,"Fallout: New Vegas",X360,2010,Role-Playing,"Bethesda Softworks  ","Obsidian Entertainment  ",8.2,0,2.67,1.03,0.04,0.34,4.08,https://www.vgchartz.com/games/boxart/full_fallout-new-vegas_2AmericaFront.jpg,https://www.vgchartz.com/games/banners/fallout-new-vegas_banner55.png
295,"Assassin's Creed Origins",PS4,2017,Action,"Ubisoft  ","Ubisoft Montreal  ",0,0,1.22,2.11,0.11,0.63,4.06,https://www.vgchartz.com/games/boxart/full_9947060AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7899040181687ccc.jpg
296,"Far Cry 4",PS4,2014,Shooter,"Ubisoft  ","Ubisoft Montreal  ",8.4,0,1.18,2.14,0.11,0.63,4.06,https://www.vgchartz.com/games/boxart/full_914135AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/566073480324ccc.jpg
297,"Carnival Games",Wii,2007,Misc,"Global Star Software  ","Cat Daddy Games  ",4.2,0,2.12,1.47,0.05,0.42,4.06,https://www.vgchartz.com/games/boxart/full_5471499AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/carnival-games_banner1.jpg
298,"World Soccer Winning Eleven 9",PS2,2006,Sports,"Konami  ","Konami Computer Entertainment Tokyo  ",8.9,0,0.12,2.26,0.9,0.77,4.06,https://www.vgchartz.com/games/boxart/6643842ccc.jpg,https://www.vgchartz.com/games/banners/276930813657ccc.png
299,"Forza Motorsport 2",X360,2007,Racing,"Microsoft Game Studios  ","Turn 10 Studios  ",9.1,0,2.35,1.27,0.03,0.41,4.05,https://www.vgchartz.com/games/boxart/full_7383120AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/forza-motorsport-2_banner71.jpg
300,"Namco Museum Vol.3",PS,1997,Misc,"Namco  ","Namco  ",0,0,2.28,1.55,0.16,0.06,4.05,https://www.vgchartz.com/games/boxart/full_3964599AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/85224993878ccc.png
301,"Tekken Tag Tournament",PS2,2000,Fighting,"Namco  ","Namco  ",8.7,0,1.68,1.51,0.51,0.35,4.05,https://www.vgchartz.com/games/boxart/full_8749429AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/437414525ccc.png
302,"Super Mario Maker",WiiU,2015,Platform,"Nintendo  ","Nintendo EAD  ",8.8,0,1.27,0.94,1.03,0.21,3.45,https://www.vgchartz.com/games/boxart/full_3540643AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/38805182961ccc.jpg
303,Golf,NES,1985,Sports,"Nintendo  ","Nintendo  ",0,0,1.22,0.28,2.46,0.04,4.01,https://www.vgchartz.com/games/boxart/8130187ccc.jpg,https://www.vgchartz.com/games/banners/golf_banner57.jpg
304,"EyeToy Play",PS2,2003,Misc,"Sony Computer Entertainment  ","SCEE London Studio  ",7.5,0,0.88,2.3,0.2,0.83,4.2,https://www.vgchartz.com/games/boxart/7892769ccc.jpg,https://www.vgchartz.com/games/banners/40646096251ccc.jpg
305,"Monster Hunter: World",PS4,2018,Action,"Capcom  ","Capcom  ",9.3,9,1.03,1.06,2.17,0.42,4.67,https://www.vgchartz.com/games/boxart/full_9898553AmericaFrontccc.png,https://www.vgchartz.com/games/banners/8828384182721ccc.png
306,"Star Fox 64",N64,1997,Shooter,"Nintendo  ","Nintendo EAD  ",9,0,2.78,0.58,0.64,0.04,4.03,https://www.vgchartz.com/games/boxart/6520536ccc.jpg,https://www.vgchartz.com/games/banners/star-fox-64_banner19.png
307,"Fallout 3",PS3,2008,Role-Playing,"Bethesda Softworks  ","Bethesda Game Studios  ",8.8,0,2.18,1.15,0.07,0.61,4,https://www.vgchartz.com/games/boxart/full_8108598AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fallout-3_banner33.png
308,"NBA 2K16",PS4,2015,Sports,"2K Sports  ","Visual Concepts  ",8.7,0,2.56,0.66,0.05,0.71,3.98,https://www.vgchartz.com/games/boxart/full_6414423AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/131470785556ccc.jpg
309,"Far Cry 5",PS4,2018,Action,"Ubisoft  ","Ubisoft  ",7.9,0,1.44,1.73,0.15,0.62,3.95,https://www.vgchartz.com/games/boxart/full_2414906AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2480013177921ccc.jpg
310,"Battlefield 4",PS4,2013,Shooter,"Electronic Arts  ","EA DICE  ",8.3,0,1.4,1.74,0.19,0.62,3.94,https://www.vgchartz.com/games/boxart/full_8649362AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/103607272001ccc.jpg
311,"Assassin's Creed IV: Black Flag",PS3,2013,Action-Adventure,"Ubisoft  ","Ubisoft Montreal  ",8.7,0,1.34,1.86,0.13,0.62,3.94,https://www.vgchartz.com/games/boxart/full_270231AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/528187871597ccc.jpg
312,"EA Sports Active",Wii,2009,Sports,"EA Sports  ","EA Vancouver  ",8.3,0,2.11,1.35,0.06,0.4,3.93,https://www.vgchartz.com/games/boxart/full_3076111AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ea-sports-active_banner64.jpg
313,"Donkey Kong Land",GB,1995,Platform,"Nintendo  ","Rare Ltd.  ",0,0,1.97,0.76,1.07,0.11,3.91,https://www.vgchartz.com/games/boxart/full_1159073AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-land_banner84.jpg
314,"Tony Hawk's Underground",PS2,2003,Sports,"Activision  ","Neversoft Entertainment  ",8.7,0,2.29,1.17,0.01,0.42,3.9,https://www.vgchartz.com/games/boxart/1571136ccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-underground_banner89.jpg
315,"Professor Layton and the Diabolical Box",DS,2009,Adventure,"Nintendo  ","Level 5  ",8.5,0,0.9,1.76,0.92,0.37,3.95,https://www.vgchartz.com/games/boxart/full_7372513AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/professor-layton-and-the-diabolical-box_banner81.png
316,"Sports Champions",PS3,2010,Sports,"Sony Computer Entertainment  ","SCE San Diego Studio  ",7.6,0,2.15,1.13,0.1,0.5,3.88,https://www.vgchartz.com/games/boxart/full_sports-champions_6AmericaFront.png,https://www.vgchartz.com/games/banners/sports-champions_banner28.jpg
317,"World Soccer Winning Eleven 8 International",PS2,2005,Sports,"Konami  ","Konami Computer Entertainment Tokyo  ",9.3,0,0.16,1.89,1.12,0.68,3.85,https://www.vgchartz.com/games/boxart/3345744ccc.jpg,https://www.vgchartz.com/games/banners/306716617047ccc.png
318,"Namco Museum Vol.1",PS,1996,Misc,"Namco  ","Namco  ",0,0,2.12,1.44,0.22,0.06,3.84,https://www.vgchartz.com/games/boxart/1479790ccc.jpg,https://www.vgchartz.com/games/banners/20704773876ccc.png
319,"The Legend of Zelda: Link's Awakening",GB,1993,Adventure,"Nintendo  ","Nintendo EAD  ",0,0,2.21,0.96,0.54,0.13,3.83,https://www.vgchartz.com/games/boxart/full_8647453AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-links-awakening_banner34.jpg
320,"Resident Evil VII: Biohazard",PS4,2017,Action,"Capcom  ","Capcom  ",8.6,0,0.88,1.56,0.41,0.46,3.31,https://www.vgchartz.com/games/boxart/full_6517784AmericaFrontccc.png,https://www.vgchartz.com/games/banners/3475172120127ccc.png
321,"Monster Hunter Freedom Unite",PSP,2009,Role-Playing,"Capcom  ","Capcom Production Studio 1  ",7.7,9.7,0.47,0.57,4.13,0.34,5.5,https://www.vgchartz.com/games/boxart/full_7807469AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/monster-hunter-freedom-unite_banner10.jpg
322,"Gran Turismo Sport",PS4,2017,Racing,"Sony Interactive Entertainment  ","Polyphony Digital  ",0,0,0.63,2.35,0.24,0.54,3.77,https://www.vgchartz.com/games/boxart/full_7498235AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/342719186332ccc.jpg
323,"Ratchet & Clank: Size Matters",PSP,2007,Platform,"Sony Computer Entertainment  ","High Impact Games  ",8.5,0,1.4,1.4,0.1,0.86,3.75,https://www.vgchartz.com/games/boxart/full_9727386AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ratchet-ampamp-clank-size-matters_banner54.jpg
324,"Pokémon Trading Card Game",GB,2000,Strategy,"Nintendo  ","Hudson Soft  ",8.3,0,1.49,0.73,1.38,0.1,3.7,https://www.vgchartz.com/games/boxart/8358056ccc.jpg,https://www.vgchartz.com/games/banners/pokemon-trading-card-game_banner59.jpg
325,"Ratchet & Clank",PS2,2002,Platform,"Sony Computer Entertainment  ","Insomniac Games  ",0,0,1.44,1.01,0.57,0.3,3.33,https://www.vgchartz.com/games/boxart/6911521ccc.jpg,https://www.vgchartz.com/games/banners/ratchet-ampamp-clank_banner59.jpg
326,"FIFA Soccer 2005",PS2,2004,Sports,"EA Sports  ","EA Canada  ",8.4,0,0.58,2.48,0.04,0.59,3.7,https://www.vgchartz.com/games/boxart/3316569ccc.gif,https://www.vgchartz.com/games/banners/fifa-soccer-2005_banner89.jpg
327,"Super Mario Maker",3DS,2016,Platform,"Nintendo  ","Nintendo  ",7.3,0,0.78,1.04,1.25,0.16,3.23,https://www.vgchartz.com/games/boxart/full_6084466AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5545261132798ccc.jpg
328,"The Legend of Zelda: Skyward Sword",Wii,2011,Adventure,"Nintendo  ","Nintendo EAD  ",9.4,0,2.03,1.18,0.37,0.39,3.96,https://www.vgchartz.com/games/boxart/full_the-legend-of-zelda-skyward-sword_217AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-skyward-sword_banner20.jpg
329,"Tony Hawk's Pro Skater 4",PS2,2002,Sports,"Activision  ","Neversoft Entertainment  ",9.6,0,2.13,1.18,0.01,0.35,3.67,https://www.vgchartz.com/games/boxart/8945880ccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater-4_banner10.jpg
330,MySims,DS,2007,Simulation,"Electronic Arts  ","EA Redwood Shores  ",6.7,0,1.58,1.6,0.08,0.4,3.66,https://www.vgchartz.com/games/boxart/full_8603668AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mysims_banner88.jpg
331,Banjo-Kazooie,N64,1998,Platform,"Nintendo  ","Rare Ltd.  ",9.3,9.4,1.87,1.13,0.55,0.1,3.65,https://www.vgchartz.com/games/boxart/1238741ccc.jpg,https://www.vgchartz.com/games/banners/banjo-kazooie_banner4.jpg
332,"SOCOM: U.S. Navy SEALs",PS2,2002,Shooter,"Sony Computer Entertainment  ","Zipper Interactive  ",8,0,2.53,0.81,0.06,0.24,3.65,https://www.vgchartz.com/games/boxart/full_7967734AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/socom-us-navy-seals_banner19.jpg
333,"Battlefield 4",PS3,2013,Shooter,"Electronic Arts  ","EA DICE  ",8.7,0,1.31,1.5,0.27,0.55,3.64,https://www.vgchartz.com/games/boxart/full_5853156AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/561316271510ccc.jpg
334,"Jak and Daxter: The Precursor Legacy",PS2,2001,Platform,"Sony Computer Entertainment  ","Naughty Dog  ",9,8.9,2.08,1.09,0.15,0.33,3.64,https://www.vgchartz.com/games/boxart/full_971930AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/jak-and-daxter-the-precursor-legacy_banner16.jpg
335,"Pokémon Snap",N64,1999,Simulation,"Nintendo  ","HAL Laboratory  ",7.9,0,2.23,0.68,0.66,0.06,3.63,https://www.vgchartz.com/games/boxart/full_1502405AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pokemon-snap_banner55.jpg
336,"Pro Evolution Soccer 2008",PS2,2008,Sports,"Konami  ","Konami  ",8.2,0,0.05,0,0.64,2.93,3.63,https://www.vgchartz.com/games/boxart/560317ccc.jpg,https://www.vgchartz.com/games/banners/pro-evolution-soccer-2008_banner52.png
337,"FIFA Soccer 10",PS3,2009,Sports,"EA Sports  ","EA Canada  ",9,0,0.6,2.46,0.05,0.52,3.63,https://www.vgchartz.com/games/boxart/full_3447697AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-10_banner17.jpg
338,"Star Wars Battlefront",PS2,2004,Shooter,"LucasArts  ","Pandemic Studios  ",8.1,0,1.93,1.22,0.03,0.44,3.61,https://www.vgchartz.com/games/boxart/8508334ccc.jpg,https://www.vgchartz.com/games/banners/star-wars-battlefront_banner52.jpg
339,"Metal Gear Solid 3: Snake Eater",PS2,2004,Action,"Konami  ","KCEJ / Kojima Productions  ",9,0,1.46,0,0.83,1.93,4.23,https://www.vgchartz.com/games/boxart/full_2666802AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid-3-snake-eater_banner65.png
340,"Assassin's Creed Syndicate",PS4,2015,Action,"Ubisoft  ","Ubisoft Quebec  ",8.6,0,0.9,2.06,0.08,0.55,3.6,https://www.vgchartz.com/games/boxart/full_7518379AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/190359985503ccc.png
341,"Star Wars Battlefront II",PS2,2005,Shooter,"LucasArts  ","Pandemic Studios  ",8.5,0,2.18,1.02,0.03,0.37,3.59,https://www.vgchartz.com/games/boxart/6381124ccc.gif,https://www.vgchartz.com/games/banners/star-wars-battlefront-ii_banner18.jpg
342,"Assassin's Creed: Unity",XOne,2014,Action,"Ubisoft  ","Ubisoft Montreal  ",0,0,2.34,0.9,0,0.34,3.58,https://www.vgchartz.com/games/boxart/full_8320518AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/556041980236ccc.png
343,"Cooking Mama 2: Dinner With Friends",DS,2007,Simulation,"Majesco  ","Office Create  ",6.9,0,1.6,1.49,0.1,0.39,3.58,https://www.vgchartz.com/games/boxart/full_2185806AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/937207712740ccc.jpg
344,"WWF SmackDown!",PS,2000,Fighting,"THQ  ","Yuke's  ",0,0,2.01,1.35,0.06,0.16,3.58,https://www.vgchartz.com/games/boxart/1857498ccc.jpg,https://www.vgchartz.com/games/banners/72782096532ccc.png
345,"Battlefield 4",X360,2013,Shooter,"Electronic Arts  ","EA DICE  ",8.7,0,2.16,1.05,0.02,0.32,3.54,https://www.vgchartz.com/games/boxart/full_162643AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/490067271511ccc.jpg
346,"Grand Theft Auto: Liberty City Stories",PS2,2006,Action,"Rockstar Games  ","Rockstar Leeds  ",8.3,0,1.56,1.4,0.07,0.5,3.54,https://www.vgchartz.com/games/boxart/full_1027141AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-liberty-city-stories_banner56.jpg
347,"The Getaway",PS2,2003,Action,"Sony Computer Entertainment  ","Team Soho  ",7.7,0,1.23,1.77,0.05,0.49,3.54,https://www.vgchartz.com/games/boxart/9254920ccc.jpg,https://www.vgchartz.com/games/banners/56039902382ccc.jpg
348,"Tomb Raider III: Adventures of Lara Croft",PS,1998,Adventure,"Eidos Interactive  ","Core Design Ltd.  ",8.2,0,1.66,1.58,0.12,0.18,3.54,https://www.vgchartz.com/games/boxart/4532529ccc.jpg,https://www.vgchartz.com/games/banners/42353122474ccc.jpg
349,"Batman: Arkham Asylum",X360,2009,Action,"Eidos Interactive  ","Rocksteady Studios  ",9.1,0,2.24,0.95,0.02,0.33,3.54,https://www.vgchartz.com/games/boxart/full_1668550AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/batman-arkham-asylum_banner27.png
350,"Assassin's Creed: Brotherhood",X360,2010,Action,"Ubisoft  ","Ubisoft Montreal  ",9.1,0,2.87,0.39,0.03,0.25,3.53,https://www.vgchartz.com/games/boxart/full_assassins-creed-brotherhood_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/assassins-creed-brotherhood_banner57.jpg
351,"James Bond 007: Agent Under Fire",PS2,2001,Shooter,"Electronic Arts  ","EA Redwood Shores  ",0,0,1.9,1.13,0.1,0.41,3.53,https://www.vgchartz.com/games/boxart/3115195ccc.jpg,https://www.vgchartz.com/games/banners/63675956304ccc.png
352,"LEGO Star Wars: The Video Game",PS2,2005,Action,"Eidos Interactive  ","Traveller's Tales  ",7.9,0,1.98,1.14,0.01,0.41,3.53,https://www.vgchartz.com/games/boxart/full_6469736AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/lego-star-wars-the-video-game_banner94.jpg
353,"Resident Evil 5",X360,2009,Action,"Capcom  ","Capcom  ",8.6,0,2.13,0.93,0.12,0.34,3.53,https://www.vgchartz.com/games/boxart/full_2466064AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-5_banner88.jpg
354,"NBA 2K17",PS4,2016,Sports,"2K Sports  ","Visual Concepts  ",9,0,2.28,0.59,0.03,0.63,3.52,https://www.vgchartz.com/games/boxart/full_1333599AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8600295103818ccc.jpg
