id,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Card_image,Full_image
764,"Dead Rising",X360,2006,Action,"Capcom  ","Capcom Production Studio 1  ",8.4,0,1.16,0.65,0.08,0.2,2.09,https://www.vgchartz.com/games/boxart/full_3758864AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dead-rising_banner95.jpg
765,"Guitar Hero",PS2,2005,Misc,"RedOctane  ","Harmonix Music Systems  ",8,0,1.67,0.61,0.03,0.07,2.38,https://www.vgchartz.com/games/boxart/full_3658270AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9162628924ccc.png
766,"Kingdom Hearts HD I.5 + II.5 ReMIX",PS4,2017,Role-Playing,"Square Enix  ","Square Enix  ",0,0,0.75,0.51,0.23,0.26,1.75,https://www.vgchartz.com/games/boxart/full_3406993AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1610540141654ccc.png
767,"Namco Museum DS",DS,2007,Misc,"Namco Bandai  ","M2  ",0,0,1.14,0.01,0.06,0.1,1.31,https://www.vgchartz.com/games/boxart/full_5745612AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/33446667496ccc.png
768,"Sonic Colors",Wii,2010,Platform,"Sega  ","Sonic Team  ",7.7,0,0.95,0.61,0.01,0.16,1.73,https://www.vgchartz.com/games/boxart/full_sonic-colors_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/sonic-colors_banner12.jpg
769,"Kirby's Return to Dreamland",Wii,2011,Platform,"Nintendo  ","HAL Laboratory  ",7.6,0,0.58,0.21,0.79,0.07,1.66,https://www.vgchartz.com/games/boxart/full_kirby-returns-to-dreamland_666AmericaFront.jpg,https://www.vgchartz.com/games/banners/kirbys-return-to-dreamland_banner21.jpg
770,"New Play Control! Mario Power Tennis",Wii,2009,Sports,"Nintendo  ","Camelot Software Planning  ",6.6,0,0.35,0.69,0.28,0.14,1.46,https://www.vgchartz.com/games/boxart/full_1518453AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/new-play-control-mario-power-tennis_banner80.jpg
771,"Samurai Warriors",PS2,2004,Action,"KOEI  ","Omega Force  ",0,0,0.22,0.05,1.06,0.02,1.35,https://www.vgchartz.com/games/boxart/5328878ccc.jpg,https://www.vgchartz.com/games/banners/6434554236ccc.jpg
772,"The Lion King",SNES,1994,Platform,"Virgin Interactive  ","Westwood Studios  ",0,0,1.26,0.39,0.08,0.06,1.79,https://www.vgchartz.com/games/boxart/6169554ccc.jpg,https://www.vgchartz.com/games/banners/the-lion-king_banner46.jpg
773,"The Crew",PS4,2014,Racing,"Ubisoft  ","Ubisoft Reflections  ",0,0,0.44,1.04,0.03,0.27,1.79,https://www.vgchartz.com/games/boxart/full_4773737AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/637534373093ccc.png
774,"Wii Party U",WiiU,2013,Party,"Nintendo  ","Nd Cube Co., Ltd.  ",6.6,0,0.3,0.66,0.84,0.08,1.88,https://www.vgchartz.com/games/boxart/full_352331AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/81232573170ccc.png
775,"The Getaway: Black Monday",PS2,2005,Action,"Sony Computer Entertainment  ","Team Soho  ",0,0,0.39,1.01,0.02,0.36,1.78,https://www.vgchartz.com/games/boxart/3647930ccc.jpg,https://www.vgchartz.com/games/banners/34763416468ccc.png
776,"Dynasty Warriors 3",PS2,2001,Action,"KOEI  ","Omega Force  ",0,0,0.53,0.16,1.07,0.1,1.87,https://www.vgchartz.com/games/boxart/1623321ccc.jpg,https://www.vgchartz.com/games/banners/dynasty-warriors-3_banner72.jpg
777,"Kirby 64: The Crystal Shards",N64,2000,Platform,"Nintendo  ","HAL Laboratory  ",7.9,0,0.63,0.06,1.03,0.04,1.77,https://www.vgchartz.com/games/boxart/full_38481AmericaFrontccc.gif,https://www.vgchartz.com/games/banners/kirby-64-the-crystal-shards_banner45.jpg
778,"UFC 2009 Undisputed",PS3,2009,Fighting,"THQ  ","Yuke's Osaka  ",8.4,0,1.07,0.45,0.01,0.24,1.76,https://www.vgchartz.com/games/boxart/full_7094507AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ufc-2009-undisputed_banner40.jpg
779,"Dragon's Dogma",PS3,2012,Role-Playing,"Capcom  ","Capcom  ",0,0,0.41,0.48,0.72,0.16,1.76,https://www.vgchartz.com/games/boxart/full_8591445AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragons-dogma_banner99.jpg
780,"Kid Icarus",NES,1987,Platform,"Nintendo  ","Nintendo R&D1  ",0,0,0.53,0.12,1.09,0.02,1.76,https://www.vgchartz.com/games/boxart/full_1836729AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kid-icarus_banner1.gif
781,"Sonic the Hedgehog 3",GEN,1994,Platform,"Sega  ","Sonic Team  ",0,0,1.02,0.47,0.2,0.07,1.76,https://www.vgchartz.com/games/boxart/5536952ccc.jpg,https://www.vgchartz.com/games/banners/sonic-the-hedgehog-3_banner74.jpg
782,"The Legend of Zelda: The Minish Cap",GBA,2005,Adventure,"Nintendo  ","Flagship  ",8.9,0,0.89,0.22,0.22,0.1,1.42,https://www.vgchartz.com/games/boxart/4911061ccc.jpg,https://www.vgchartz.com/games/banners/the-legend-of-zelda-the-minish-cap_banner67.jpg
783,"Kinect Star Wars",X360,2012,Action,"Microsoft Studios  ","Terminal Reality  ",0,0,1.05,0.53,0.03,0.15,1.76,https://www.vgchartz.com/games/boxart/full_1232297AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-kinect_banner53.png
784,"Star Wars: Starfighter",PS2,2001,Simulation,"LucasArts  ","LucasArts  ",0,0,0.61,0.87,0.02,0.26,1.76,https://www.vgchartz.com/games/boxart/full_1012700AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-starfighter_banner8.jpg
785,"Just Cause 2",PS3,2010,Action,"Square Enix  ","Avalanche Studios  ",8.3,0,0.45,0.92,0.06,0.32,1.75,https://www.vgchartz.com/games/boxart/full_664593AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/just-cause-2_banner66.jpg
786,"Pro Evolution Soccer",PS2,2001,Sports,"Konami  ","Konami Computer Entertainment Tokyo  ",0,0,0.06,0.9,0.53,0.27,1.75,https://www.vgchartz.com/games/boxart/full_5003153JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/731104017044ccc.png
787,"Disney's Aladdin",SNES,1993,Platform,"Capcom  ","Capcom/Disney  ",0,0,0.94,0.34,0.21,0.27,1.75,https://www.vgchartz.com/games/boxart/full_7341338AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disneys-aladdin_banner37.jpg
788,"Kirby's Adventure",NES,1993,Platform,"Nintendo  ","HAL Laboratory  ",0,0,0.79,0.14,0.8,0.02,1.75,https://www.vgchartz.com/games/boxart/917473ccc.jpg,https://www.vgchartz.com/games/banners/kirbys-adventure_banner68.jpg
789,Yoshi,NES,1992,Puzzle,"Nintendo  ","Game Freak  ",0,0,0.7,0.13,0.91,0.01,1.75,https://www.vgchartz.com/games/boxart/full_1947043AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/yoshi_banner35.jpg
790,"For Honor",PS4,2017,Action,"Ubisoft  ","Ubisoft Montreal  ",0,0,0.73,0.66,0.07,0.28,1.75,https://www.vgchartz.com/games/boxart/full_7143174AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/12063385749ccc.jpg
791,"FIFA Soccer 08",PS3,2007,Sports,"EA Sports  ","EA Canada  ",8.5,0,0.35,1.07,0.02,0.31,1.75,https://www.vgchartz.com/games/boxart/1324247ccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-08_banner8.jpg
792,"Dance Dance Revolution X",PS2,2008,Simulation,"Konami  ","Konami Computer Entertainment Tokyo  ",0,0,0.85,0.66,0.01,0.22,1.75,https://www.vgchartz.com/games/boxart/full_1402680AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/954631424764ccc.jpg
793,"Star Wars Episode I: The Phantom Menace",PS,1999,Adventure,"LucasArts  ","Big Ape Productions  ",0,0,0.72,0.89,0.04,0.1,1.74,https://www.vgchartz.com/games/boxart/full_146939AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-episode-i-the-phantom-menace_banner51.jpg
794,"Shadow of the Tomb Raider",PS4,2018,Action-Adventure,"Square Enix  ","Eidos Montreal  ",0,0,0.59,0.82,0.06,0.27,1.74,https://www.vgchartz.com/games/boxart/full_5299556AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3473469221357ccc.png
795,"Harry Potter and the Sorcerer's Stone",GB,2001,Action,"Electronic Arts  ","Griptonite Games  ",0,0,0.94,0.62,0.1,0.07,1.73,https://www.vgchartz.com/games/boxart/full_8418324AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-sorcerers-stone_banner98.jpg
796,"Mario & Luigi: Partners in Time",DS,2005,Role-Playing,"Nintendo  ","AlphaDream Corporation  ",8.8,0,0.74,0.05,0.43,0.07,1.29,https://www.vgchartz.com/games/boxart/5369655ccc.jpg,https://www.vgchartz.com/games/banners/mario-ampamp-luigi-partners-in-time_banner22.jpg
797,Dishonored,X360,2013,Shooter,"Bethesda Softworks  ","Arkane Studios  ",0,0,1.06,0.5,0.01,0.15,1.72,https://www.vgchartz.com/games/boxart/full_5056051AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dishonored_banner0.jpg
798,"Metroid II: Return of Samus",GB,1991,Adventure,"Nintendo  ","Intelligent Systems  ",7.3,0,0.85,0.31,0.56,0.04,1.76,https://www.vgchartz.com/games/boxart/full_487076AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metroid-ii-return-of-samus_banner54.jpg
799,"Titanfall 2",PS4,2016,Shooter,"Electronic Arts  ","Respawn Entertainment  ",8.9,0,0.75,0.62,0.06,0.28,1.72,https://www.vgchartz.com/games/boxart/full_1841380AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5575115112243ccc.png
800,"Call of Duty Black Ops: Declassified",PSV,2012,Shooter,"Activision  ","Nihilistic  ",0,0,0.74,0.52,0.07,0.38,1.71,https://www.vgchartz.com/games/boxart/full_8358488AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/821316470846ccc.png
801,"Portal 2",PS3,2011,Shooter,"Valve  ","Valve Software  ",9.6,0,0.83,0.62,0.02,0.24,1.71,https://www.vgchartz.com/games/boxart/full_portal-2_305AmericaFront.jpg,https://www.vgchartz.com/games/banners/portal-2_banner66.jpg
802,"FIFA Soccer 10",PS2,2009,Sports,"EA Sports  ","EA Canada  ",0,0,0.23,0.24,0,1.23,1.7,https://www.vgchartz.com/games/boxart/full_6652157AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-10_banner3.jpg
803,"Hitman: Absolution",X360,2012,Action,"Square Enix  ","IO Interactive  ",0,0,0.68,0.88,0.01,0.13,1.7,https://www.vgchartz.com/games/boxart/full_1099822PALFrontccc.jpg,https://www.vgchartz.com/games/banners/hitman-absolution_banner4.jpg
804,"Chrono Cross",PS,2000,Role-Playing,"Square EA  ","SquareSoft  ",9.7,9.8,0.62,0.42,0.69,0.12,1.86,https://www.vgchartz.com/games/boxart/756698ccc.jpg,https://www.vgchartz.com/games/banners/chrono-cross_banner90.jpg
805,"Final Fantasy Tactics Advance",GBA,2003,Action,"Nintendo  ","Square Enix  ",0,0,0.82,0.37,0.89,0.05,2.13,https://www.vgchartz.com/games/boxart/full_5849481AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/32553376268ccc.png
806,"Kingdom Hearts 358/2 Days",DS,2009,Role-Playing,"Square Enix  ","High Horse Entertainment  ",7.5,0,1.06,0.26,0.53,0.13,1.99,https://www.vgchartz.com/games/boxart/full_kingdom-hearts-3582-days_7AmericaFront.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-3582-days_banner40.jpg
807,"Kingdom Hearts: Birth by Sleep",PSP,2010,Role-Playing,"Square Enix  ","Square Enix  ",7.9,0,0.63,0.42,0.75,0.27,2.08,https://www.vgchartz.com/games/boxart/full_kingdom-hearts-birth-by-sleep_3AmericaFront.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-birth-by-sleep_banner17.jpg
808,"Super Princess Peach",DS,2006,Platform,"Nintendo  ","TOSE Software  ",7.8,0,0.7,0.05,0.21,0.07,1.03,https://www.vgchartz.com/games/boxart/9742637ccc.jpg,https://www.vgchartz.com/games/banners/super-princess-peach_banner45.jpg
809,"Tekken 6",X360,2009,Fighting,"Namco Bandai  ","Namco Bandai Games  ",7.8,0,0.71,0.41,0.05,0.13,1.3,https://www.vgchartz.com/games/boxart/full_6000038AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-6_banner93.jpg
810,"SOCOM 3: U.S. Navy SEALs",PS2,2005,Shooter,"Sony Computer Entertainment  ","Zipper Interactive  ",0,0,1.22,0.34,0.04,0.1,1.69,https://www.vgchartz.com/games/boxart/full_6705325AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/socom-3-us-navy-seals_banner37.jpg
811,"Saints Row IV",X360,2013,Action,"Deep Silver  ","Volition Inc.  ",0,0,1.01,0.51,0.01,0.15,1.69,https://www.vgchartz.com/games/boxart/full_7054702AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/617811071730ccc.jpg
812,"Cooking Mama 3: Shop & Chop",DS,2009,Simulation,"505 Games  ","Cooking Mama Ltd.  ",0,0,0.79,0.66,0.08,0.17,1.69,https://www.vgchartz.com/games/boxart/full_3909521AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/cooking-mama-3-shop-ampamp-chop_banner57.jpg
813,"Need for Speed: Undercover",X360,2008,Racing,"Electronic Arts  ","EA Vancouver  ",6.3,0,0.8,0.7,0.01,0.18,1.69,https://www.vgchartz.com/games/boxart/full_7972482AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-undercover_banner26.png
814,"The Legend of Zelda: Breath of the Wild",WiiU,2017,Action-Adventure,"Nintendo  ","Nintendo EPD  ",10,10,0.66,0.42,0.15,0.11,1.34,https://www.vgchartz.com/games/boxart/full_1041494AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/24681884704ccc.jpeg
815,"WCW vs. nWo: World Tour",N64,1997,Fighting,"THQ  ","Aki Corp.  ",0,0,1.37,0.28,0.03,0.02,1.69,https://www.vgchartz.com/games/boxart/full_9058013AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wcw-vs-nwo-world-tour_banner99.jpg
816,"WCW/NWO Thunder",PS,1998,Fighting,"THQ  ","Inland Productions  ",0,0,1.1,0.48,0.04,0.07,1.69,https://www.vgchartz.com/games/boxart/full_6595885AmericaFrontccc.png,https://www.vgchartz.com/games/banners/29905606524ccc.png
817,"Harry Potter and the Sorcerer's Stone",GBA,2001,Action,"Electronic Arts  ","Griptonite Games  ",6.6,0,0.87,0.66,0.08,0.08,1.69,https://www.vgchartz.com/games/boxart/1789636ccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-sorcerers-stone_banner51.jpg
818,"Far Cry 4",XOne,2014,Shooter,"Ubisoft  ","Ubisoft Montreal  ",8.5,0,0.85,0.68,0.02,0.14,1.68,https://www.vgchartz.com/games/boxart/full_7672549AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/212190280323ccc.jpg
819,"Saints Row 2",PS3,2008,Action,"THQ  ","Volition Inc.  ",7.9,0,0.88,0.54,0.02,0.24,1.68,https://www.vgchartz.com/games/boxart/full_5633056AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/saints-row-2_banner21.png
820,"Time Crisis",PS,1997,Shooter,"Namco  ","Namco  ",8.5,0,0.38,0.87,0.33,0.1,1.68,https://www.vgchartz.com/games/boxart/3855026ccc.jpg,https://www.vgchartz.com/games/banners/time-crisis_banner5.jpg
821,"Virtua Fighter 4",PS2,2002,Fighting,"Sega  ","Sega-AM2  ",9.3,0,0.78,0.44,0.56,0.04,1.81,https://www.vgchartz.com/games/boxart/9478555ccc.jpg,https://www.vgchartz.com/games/banners/12583292607ccc.jpg
822,"Dragon Age: Origins",PS3,2009,Role-Playing,"Electronic Arts  ","BioWare Edmonton  ",8.7,0,0.96,0.42,0.08,0.21,1.67,https://www.vgchartz.com/games/boxart/full_3173221AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragon-age-origins_banner65.jpg
823,"Disney's DuckTales",NES,1989,Platform,"Capcom  ","Capcom  ",0,0,0.91,0.3,0.42,0.04,1.67,https://www.vgchartz.com/games/boxart/full_76508AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disneys-ducktales_banner0.jpg
824,"Monsters, Inc.",GBA,2001,Adventure,"THQ  ","Artificial Mind and Movement  ",0,0,0.59,0.95,0.03,0.1,1.67,https://www.vgchartz.com/games/boxart/48287ccc.jpg,https://www.vgchartz.com/games/banners/76661016352ccc.png
825,"Tony Hawk's Pro Skater 3",PS,2001,Sports,"Activision  ","Neversoft  ",0,0,1.09,0.49,0.02,0.07,1.67,https://www.vgchartz.com/games/boxart/full_5864962AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater-3_banner100.png
826,"PGR: Project Gotham Racing 2",XB,2003,Racing,"Microsoft Game Studios  ","Bizarre Creations  ",8.9,0,0.97,0.59,0.04,0.07,1.67,https://www.vgchartz.com/games/boxart/full_1764308AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pgr-project-gotham-racing-2_banner49.jpg
827,Destiny,PS3,2014,Shooter,"Activision  ","Bungie  ",0,0,0.69,0.59,0.13,0.26,1.67,https://www.vgchartz.com/games/boxart/full_5573542AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/70832071152ccc.jpg
828,"Fight Night Round 3",PS3,2006,Fighting,"EA Sports  ","EA Chicago  ",0,0,0.81,0.58,0.01,0.26,1.67,https://www.vgchartz.com/games/boxart/8971816ccc.jpg,https://www.vgchartz.com/games/banners/fight-night-round-3_banner59.png
829,SSX,PS2,2000,Sports,"EA Sports BIG   ","EA Canada  ",0,0,0.78,0.61,0.06,0.2,1.66,https://www.vgchartz.com/games/boxart/6878938ccc.jpg,https://www.vgchartz.com/games/banners/98791244371ccc.png
830,"NBA Live 2003",PS2,2002,Sports,"EA Sports  ","EA Canada  ",0,0,1.25,0.15,0.03,0.22,1.66,https://www.vgchartz.com/games/boxart/8139004ccc.jpg,https://www.vgchartz.com/games/banners/nba-live-2003_banner97.jpg
831,"Golden Sun",GBA,2001,Role-Playing,"Nintendo  ","Camelot Software Planning  ",9.1,0,0.93,0.38,0.4,0.06,1.76,https://www.vgchartz.com/games/boxart/218442ccc.jpg,https://www.vgchartz.com/games/banners/golden-sun_banner31.png
832,"Pokémon Super Mystery Dungeon",3DS,2015,Role-Playing,"Nintendo  ","ChunSoft  ",7.7,0,0.51,0.46,0.35,0.09,1.41,https://www.vgchartz.com/games/boxart/full_387892AmericaFrontccc.png,https://www.vgchartz.com/games/banners/185193285570ccc.png
833,"Street Fighter II': Special Champion Edition",GEN,1993,Fighting,"Capcom  ","Capcom  ",0,0,1,0.3,0.31,0.04,1.66,https://www.vgchartz.com/games/boxart/7960574ccc.jpg,https://www.vgchartz.com/games/banners/street-fighter-ii-special-champion-edition_banner56.jpg
834,"Super Scope 6",SNES,1992,Shooter,"Nintendo  ","Nintendo R&D1  ",0,0,1.06,0.38,0.15,0.05,1.65,https://www.vgchartz.com/games/boxart/1620986ccc.jpg,https://www.vgchartz.com/games/banners/13069506460ccc.png
835,MySims,Wii,2007,Simulation,"Electronic Arts  ","EA Redwood Shores  ",7.1,0,0.9,0.54,0.04,0.17,1.65,https://www.vgchartz.com/games/boxart/full_5291444AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mysims_banner27.jpg
836,"Need for Speed Carbon",X360,2006,Racing,"Electronic Arts  ","EA Black Box  ",7.9,0,0.76,0.69,0.02,0.18,1.65,https://www.vgchartz.com/games/boxart/2714961ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-carbon_banner88.png
837,"Persona 5",PS4,2017,Role-Playing,"Atlus  ","Atlus  ",0,0,0.62,0.34,0.48,0.2,1.64,https://www.vgchartz.com/games/boxart/full_4399977AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/998857584679ccc.jpg
838,"Army of Two",X360,2008,Shooter,"Electronic Arts  ","EA Montreal  ",6.7,0,1.09,0.37,0.02,0.16,1.64,https://www.vgchartz.com/games/boxart/full_7449241AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/army-of-two_banner85.jpg
839,"Ghosts 'n Goblins",NES,1986,Platform,"Capcom  ","Micronics  ",0,0,0.74,0.26,0.61,0.03,1.64,https://www.vgchartz.com/games/boxart/full_ghosts-n-goblins_0AmericaFront.jpg,https://www.vgchartz.com/games/banners/ghosts-n-goblins_banner5.jpg
840,"Sonic Mega Collection",GC,2002,Misc,"Sega  ","Sonic Team  ",7.5,0,1.47,0.48,0.05,0.06,2.05,https://www.vgchartz.com/games/boxart/1498647ccc.jpg,https://www.vgchartz.com/games/banners/sonic-mega-collection_banner65.jpg
841,"Wii Play: Motion",Wii,2011,Misc,"Nintendo  ","Nintendo EAD  ",5.2,0,0.23,0.43,0.18,0.08,0.92,https://www.vgchartz.com/games/boxart/full_wii-play-motion_53AmericaFront.png,https://www.vgchartz.com/games/banners/wii-play-motion_banner100.png
842,"Mario Party 6",GC,2004,Misc,"Nintendo  ","Hudson Soft  ",7.2,0,0.9,0.11,0.6,0.05,1.65,https://www.vgchartz.com/games/boxart/6739439ccc.jpg,https://www.vgchartz.com/games/banners/mario-party-6_banner55.jpg
843,"Max Payne 3",X360,2012,Shooter,"Rockstar Games  ","Rockstar Vancouver  ",0,0,0.86,0.62,0.01,0.13,1.63,https://www.vgchartz.com/games/boxart/full_6497876AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/max-payne-3_banner24.png
844,"Ape Escape",PS,1999,Platform,"Sony Computer Entertainment  ","SCE Japan Studio  ",9.3,0,0.71,0.48,0.32,0.11,1.63,https://www.vgchartz.com/games/boxart/full_2046408AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/188299586ccc.png
845,Kinectimals,X360,2010,Simulation,"Microsoft Game Studios  ","Frontier Studio  ",7.5,0,1.02,0.46,0,0.14,1.62,https://www.vgchartz.com/games/boxart/full_kinectimals_492AmericaFront.jpg,https://www.vgchartz.com/games/banners/kinectimals_banner27.jpg
846,"Uncharted: Golden Abyss",PSV,2012,Action,"Sony Computer Entertainment  ","SCEA Bend Studio / Naughty Dog  ",7.9,0,0.53,0.71,0.13,0.25,1.62,https://www.vgchartz.com/games/boxart/full_uncharted-golden-abyss_991AmericaFront.jpg,https://www.vgchartz.com/games/banners/uncharted-golden-abyss_banner23.jpg
847,"Tony Hawk's American Wasteland (Old all region sales)",PS2,2005,Sports,"Activision  ","Neversoft Entertainment  ",0,0,0.8,0.63,0.01,0.19,1.62,https://www.vgchartz.com/games/boxart/863489ccc.jpg,https://www.vgchartz.com/games/banners/5712886509ccc.jpg
848,"The Order: 1886",PS4,2015,Shooter,"Sony Computer Entertainment  ","Ready at Dawn  ",6.2,0,0.44,0.86,0.07,0.25,1.62,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,https://www.vgchartz.com/games/banners/724229773107ccc.jpg
849,Baseball,GB,1989,Sports,"Nintendo  ","Nintendo  ",0,0,0.66,0.27,0.65,0.03,1.61,https://www.vgchartz.com/games/boxart/8711516ccc.jpg,https://www.vgchartz.com/games/banners/baseball_banner34.jpg
850,"Wolfenstein: The New Order",PS4,2014,Shooter,"Bethesda Softworks  ","MachineGames  ",0,0,0.48,0.84,0.03,0.25,1.61,https://www.vgchartz.com/games/boxart/full_279517AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/182533173203ccc.png
851,Rage,X360,2011,Shooter,"Bethesda Softworks  ","id Software  ",7.9,0,0.82,0.6,0.03,0.15,1.6,https://www.vgchartz.com/games/boxart/full_rage_396AmericaFront.jpg,https://www.vgchartz.com/games/banners/rage_banner90.png
852,"Dragon Quest IV: Chapters of the Chosen",DS,2008,Role-Playing,"Square Enix  ","ArtePiazza  ",8.1,8,0.3,0.02,1.27,0.03,1.62,https://www.vgchartz.com/games/boxart/full_6766362AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragon-quest-iv-chapters-of-the-chosen_banner44.png
853,"Dragon Quest VII: Fragments of the Forgotten Past",3DS,2016,Role-Playing,"Nintendo  ","ArtePiazza  ",0,0,0.13,0.13,1.31,0.02,1.61,https://www.vgchartz.com/games/boxart/full_2959234AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/839486671522ccc.png
854,"F-1 World Grand Prix",N64,1998,Racing,"Video System  ","Paradigm Entertainment  ",0,0,0.46,0.96,0.09,0.08,1.6,https://www.vgchartz.com/games/boxart/5209797ccc.jpg,https://www.vgchartz.com/games/banners/53411315065ccc.png
855,"Kingdom Hearts HD I.5 ReMIX",PS3,2013,Misc,"Square Enix  ","Square Enix  ",0,0,0.93,0.4,0.25,0.28,1.85,https://www.vgchartz.com/games/boxart/full_992686AmericaFrontccc.png,https://www.vgchartz.com/games/banners/373667371760ccc.png
856,"Kingdom Hearts: Chain of Memories",GBA,2004,Role-Playing,"Square Enix  ","Jupiter Corporation  ",7.4,0,1.26,0.18,0.35,0.06,1.85,https://www.vgchartz.com/games/boxart/1175844ccc.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-chain-of-memories_banner10.jpg
857,"Lost Planet: Extreme Condition",X360,2007,Shooter,"Capcom  ","Capcom  ",7.6,0,1.09,0.04,0.1,0.1,1.34,https://www.vgchartz.com/games/boxart/full_5803249AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/lost-planet-extreme-condition_banner63.jpg
858,"Metroid Fusion",GBA,2002,Adventure,"Nintendo  ","Nintendo R&D1  ",9,0,1.18,0.27,0.17,0.06,1.68,https://www.vgchartz.com/games/boxart/5958568ccc.jpg,https://www.vgchartz.com/games/banners/metroid-fusion_banner13.png
859,Pikmin,GC,2001,Strategy,"Nintendo  ","Nintendo EAD  ",8.1,0,0.78,0.25,0.56,0.04,1.63,https://www.vgchartz.com/games/boxart/full_5424296AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pikmin_banner91.jpg
860,"Resident Evil 4",GC,2005,Action,"Capcom  ","Capcom Production Studio 4  ",9.6,0,0.98,0.42,0.22,0.06,1.69,https://www.vgchartz.com/games/boxart/2169923ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-4_banner10.jpg
861,"Sonic Adventure DX: Director's Cut",GC,2003,Platform,"Sega  ","Sonic Team  ",5.4,0,0.87,0.3,0.06,0.03,1.27,https://www.vgchartz.com/games/boxart/3947124ccc.jpg,https://www.vgchartz.com/games/banners/sonic-adventure-dx-directors-cut_banner77.jpg
862,"Sonic Unleashed",Wii,2008,Platform,"Sega  ","Sonic Team/Dimps Corporation  ",6.7,8.2,1.26,0.68,0.02,0.22,2.16,https://www.vgchartz.com/games/boxart/full_5718590AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-unleashed_banner98.jpg
863,"Super Mario Strikers",GC,2005,Sports,"Nintendo  ","Next Level Games  ",8,0,0.98,0.38,0.2,0.04,1.61,https://www.vgchartz.com/games/boxart/full_3701408AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/51517272280ccc.png
