Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
128,Kinect Adventures!,X360,2010,Party,Microsoft Game Studios  ,Good Science Studio  ,6.7,,15.09,4.97,0.24,1.81,22.1,https://www.vgchartz.com/games/boxart/full_kinect-adventures_386AmericaFront.jpg,https://www.vgchartz.com/games/banners/kinect-adventures_banner53.jpg
129,Petz,Series,1995,Simulation,PF.Magic  ,PF Magic  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4637181AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4211659226094ccc.png
130,The Last of Us,Series,2013,Action-Adventure,Sony Computer Entertainment  ,Naughty Dog  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3923196AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7802798226267ccc.png
131,Nintendogs,DS,2005,Simulation,Nintendo  ,Nintendo EAD  ,8.4,,9.05,10.96,1.93,2.74,24.68,https://www.vgchartz.com/games/boxart/full_4870931AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/nintendogs_banner74.jpg
132,Pokémon Sword / Shield,NS,2019,Role-Playing,Nintendo  ,Game Freak  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4549099AmericaFrontccc.png,https://www.vgchartz.com/games/banners/9394793223748ccc.png
133,Jikkyo Powerful Pro Yakyu,Series,1994,Sports,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7179968AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1516436226232ccc.png
134,Mario Kart DS,DS,2005,Racing,Nintendo  ,Nintendo EAD  ,9.1,9.4,9.71,7.51,4.13,1.91,23.26,https://www.vgchartz.com/games/boxart/full_9551652AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-kart-ds_banner61.png
135,Pokémon Gold / Silver Version,GB,2000,Role-Playing,Nintendo  ,Game Freak  ,9.2,,9.0,6.18,7.2,0.71,23.1,https://www.vgchartz.com/games/boxart/full_1344180AmericaFrontccc.png,https://www.vgchartz.com/games/banners/pokemon-gold-silver-version_banner95.jpg
136,Super Mario Odyssey,NS,2017,Platform,Nintendo  ,Nintendo EPD  ,9.9,,5.1,3.75,2.02,0.84,11.71,https://www.vgchartz.com/games/boxart/full_1659701AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5033678152831ccc.png
137,Gears of War,Series,2006,Shooter,Microsoft Game Studios  ,Epic Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5448686AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7692513226314ccc.png
138,Wii Fit,Wii,2008,Sports,Nintendo  ,Nintendo EAD  ,7.9,,8.92,8.03,3.6,2.15,22.7,https://www.vgchartz.com/games/boxart/full_3619557AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wii-fit_banner59.png
139,Call of Duty: Modern Warfare 2,All,2009,Shooter,Activision  ,Infinity Ward  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2943830AmericaFrontccc.png,https://www.vgchartz.com/games/banners/1425355227495ccc.png
140,Yu-Gi-Oh!,Series,2002,Strategy,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5720962AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6674057228040ccc.png
141,Castlevania,Series,1986,Action-Adventure,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6414177AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9842778226273ccc.png
142,Dynasty Warriors,Series,1997,Action,KOEI  ,Omega Force  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6138740AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3894817226374ccc.png
143,Wii Fit Plus,Wii,2009,Sports,Nintendo  ,Nintendo EAD  ,8.0,,9.01,8.51,2.53,1.76,21.81,https://www.vgchartz.com/games/boxart/full_2716475AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wii-fit-plus_banner11.jpg
144,Imagine,Series,2007,Simulation,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8070460AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5770236226093ccc.png
145,Naruto: Ultimate Ninja,Series,2006,Fighting,Bandai Namco Entertainment  ,CyberConnect2  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2846971AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4617812226069ccc.png
146,Luigi's Mansion,Series,2001,Action-Adventure,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1468470AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8910945226194ccc.png
147,Super Mario World,SNES,1991,Platform,Nintendo  ,Nintendo EAD  ,8.5,,12.78,3.75,3.54,0.55,20.61,https://www.vgchartz.com/games/boxart/full_1091265AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-mario-world_banner30.jpg
148,Grand Theft Auto V,PS3,2013,Action,Rockstar Games  ,Rockstar North  ,9.4,,6.37,9.85,0.99,3.12,20.32,https://www.vgchartz.com/games/boxart/full_6510540AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/439642865884ccc.png
149,Fallout 4,All,2015,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2133565AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7354341227690ccc.png
150,FIFA 19,All,2018,Sports,EA Sports  ,EA Vancouver  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6417301AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8214184227511ccc.png
151,Frogger,Series,1981,Action,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6800951AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2425618226231ccc.png
152,Gundam,Series,1997,Action-Adventure,Bandai  ,Banpresto  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6719679AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8099490226296ccc.png
153,Horizon,Series,2017,Action-Adventure,Sony Interactive Entertainment  ,Guerrilla Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4779170AmericaFrontccc.png,https://www.vgchartz.com/games/banners/7653897227375ccc.png
154,Horizon: Zero Dawn,All,2017,Action-Adventure,Sony Interactive Entertainment  ,Guerrilla Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1832037AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6500115230153ccc.png
155,Lemmings,Series,1991,Puzzle,Psygnosis  ,DMA Design  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_58440AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9331901226330ccc.png
156,Marvel's Spider-Man,PS4,2018,Action-Adventure,Sony Interactive Entertainment  ,Insomniac Games  ,9.1,,3.64,3.39,0.32,1.41,8.76,https://www.vgchartz.com/games/boxart/full_7960565AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4431985120133ccc.png
157,Monster Hunter: World,All,2018,Role-Playing,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_588708AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5007435227487ccc.png
158,Prince of Persia,Series,1989,Action-Adventure,Broderbund  ,Broderbund  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9159934AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4798411226092ccc.png
159,Rayman Raving Rabbids,Series,2006,Action-Adventure,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6819048AmericaFrontccc.png,https://www.vgchartz.com/games/banners/1874295226098ccc.png
160,SimCity,Series,1989,Simulation,Maxis  ,Maxis  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5807820AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2565681226160ccc.png
161,Simple,Series,2002,Misc,Agetec  ,Bandai Namco Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_196621AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4003902228042ccc.png
162,SingStar,Series,2004,Music,Sony Computer Entertainment Europe  ,London Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9213805AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6669248226169ccc.png
163,Sniper Elite,Series,2005,Shooter,Namco  ,Rebellion Developments  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1692407AmericaFrontccc.png,https://www.vgchartz.com/games/banners/4164589226137ccc.png
164,SpongeBob SquarePants,Series,2001,Action-Adventure,THQ  ,Vicarious Visions  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4448873AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3694385226295ccc.png
165,Spyro,Series,1998,Platform,Sony Computer Entertainment  ,Insomniac Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3757250AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8090398226288ccc.png
166,Tom Clancy's The Division,Series,2016,Shooter,Ubisoft  ,Massive Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7220955AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4453697226563ccc.png
167,Watch Dogs,Series,2014,Action-Adventure,Ubisoft  ,Ubisoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3949511AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2982998226362ccc.png
168,God of War (2018),PC,2018,Action,Sony Interactive Entertainment  ,SIE Santa Monica Studio  ,9.7,10.0,2.83,2.17,0.13,1.02,6.15,https://www.vgchartz.com/games/boxart/full_3094030AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1491652120125ccc.png
169,Grand Theft Auto V,PS4,2014,Action,Rockstar Games  ,Rockstar North  ,9.7,,6.06,9.71,0.6,3.02,19.39,https://www.vgchartz.com/games/boxart/full_5563178AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/407999883196ccc.png
170,Super Robot Wars,Series,1991,Role-Playing,Bandai  ,Banpresto  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8004317AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3548064226180ccc.png
171,StarCraft,Series,1998,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6543830AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7588123226171ccc.png
172,Teenage Mutant Ninja Turtles,Series,1989,Action-Adventure,Konami  ,Konami  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2048679AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9054334226342ccc.png
173,Brain Age: Train Your Brain in Minutes a Day,DS,2006,Misc,Nintendo  ,Nintendo SDD  ,8.1,,4.74,9.21,4.16,2.04,20.16,https://www.vgchartz.com/games/boxart/full_7749365AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/brain-age-train-your-brain-in-minutes-a-day_banner37.png
174,Call of Duty: Ghosts,All,2013,Shooter,Activision  ,Infinity Ward  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1598916AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/651844227497ccc.png
175,Driver,Series,1999,Racing,GT Interactive  ,Ubisoft Reflections  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5215089AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5968278226091ccc.png
176,WarCraft,Series,1994,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2406458AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6243915226367ccc.png
177,Mario Kart 7,3DS,2011,Racing,Nintendo  ,Nintendo EAD / Retro Studios  ,8.2,,6.03,5.35,3.0,1.11,15.49,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,https://www.vgchartz.com/games/banners/mario-kart-7_banner22.jpg
178,Naruto: Ultimate Ninja Storm,Series,2008,Fighting,Namco Bandai Games  ,CyberConnect2  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_666986AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2580608227544ccc.png
179,Midnight Club,Series,2000,Racing,Rockstar Games  ,Rockstar San Diego  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6597598AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/7532565226144ccc.png
180,Super Mario Land,GB,1989,Platform,Nintendo  ,Nintendo R&D1  ,,,10.83,2.71,4.18,0.42,18.14,https://www.vgchartz.com/games/boxart/3345559ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-land_banner93.jpg
181,Pokémon Diamond / Pearl Version,DS,2007,Role-Playing,Nintendo  ,Game Freak  ,8.6,,6.38,4.47,6.04,1.36,18.25,https://www.vgchartz.com/games/boxart/full_2730687AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pokemon-diamond-pearl-version_banner93.png
182,Splatoon,Series,2015,Shooter,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7347977AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4743183226150ccc.png
183,Grand Theft Auto: Vice City,All,2002,Action-Adventure,Rockstar Games  ,Rockstar North  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4540190AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2621929227492ccc.png
184,Super Mario Party,NS,2018,Party,Nintendo  ,"Nd Cube Co., Ltd.  ",7.3,,2.12,1.64,0.85,0.36,4.97,https://www.vgchartz.com/games/boxart/full_4963230AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1425440222153ccc.png
185,Grand Theft Auto: San Andreas,PS2,2004,Action,Rockstar Games  ,Rockstar North  ,9.5,,9.43,0.4,0.41,10.57,20.81,https://www.vgchartz.com/games/boxart/3887656ccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-san-andreas_banner79.jpg
186,Super Mario Bros. 3,NES,1990,Platform,Nintendo  ,Nintendo R&D2  ,,,9.54,3.44,3.84,0.46,17.28,https://www.vgchartz.com/games/boxart/4113056ccc.jpg,https://www.vgchartz.com/games/banners/92944906458ccc.png
187,RollerCoaster Tycoon,Series,1999,Simulation,Hasbro Interactive  ,Chris Sawyer Productions  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1474249AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/3683903226316ccc.png
188,Terraria,PC,2011,Platform,Re-Logic  ,Re-Logic  ,8.8,,,0.13,,0.01,0.14,https://www.vgchartz.com/games/boxart/full_terraria_497AmericaFront.jpg,https://www.vgchartz.com/games/banners/terraria_banner32.jpg
189,The Lord of the Rings,Series,1982,Action-Adventure,Melbourne House  ,Beam Software  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8999556AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6804448226302ccc.png
190,Ace Combat,Series,1995,Simulation,Namco  ,Namco  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3731874AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8168683226317ccc.png
191,Professor Layton,Series,2008,Adventure,Nintendo  ,Level-5  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3999341AmericaFrontccc.png,https://www.vgchartz.com/games/banners/2214220226064ccc.png
192,SoulCalibur,Series,1996,Fighting,Namco  ,Project Soul  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2122515AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5220361226322ccc.png
193,Yakuza,Series,2006,Action-Adventure,Sega  ,Sega  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3825041AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6708706226266ccc.png
194,Zuma,Series,2003,Puzzle,PopCap Games  ,Oberon Media  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1751770AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4823636226154ccc.png
195,Zuma,All,2003,Puzzle,PopCap Games  ,Oberon Media  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_2834833AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1797373227884ccc.png
196,Garry's Mod,PC,2006,Misc,Valve  ,Facepunch Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6480469AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/garrys-mod_banner90.png
197,Metroid,Series,1987,Action-Adventure,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4646703AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6617745226179ccc.png
198,Hitman,Series,2000,Action-Adventure,Eidos Interactive  ,IO Interactive  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7352027AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5981077226243ccc.png
199,Pokémon X/Y,3DS,2013,Role-Playing,Nintendo  ,Game Freak  ,8.9,9.7,5.68,5.06,4.4,0.99,16.13,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,https://www.vgchartz.com/games/banners/938419671449ccc.jpg
200,Pokemon Mystery Dungeon,Series,2006,Role-Playing,Nintendo  ,Chunsoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6071346AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1902649226275ccc.png
201,Pokémon Sun/Moon,3DS,2016,Role-Playing,Nintendo  ,Game Freak  ,9.0,,6.02,4.34,3.82,0.99,15.17,https://www.vgchartz.com/games/boxart/full_4653765AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/751254691783ccc.png
202,Uncharted 4: A Thief's End,PS4,2016,Action,Sony Interactive Entertainment  ,Naughty Dog  ,9.2,,4.49,3.93,0.21,1.7,10.33,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/382891177189ccc.jpg
203,Pokémon Ruby / Sapphire Version,GBA,2003,Role-Playing,Nintendo  ,Game Freak  ,8.8,,6.06,3.9,5.38,0.5,15.85,https://www.vgchartz.com/games/boxart/full_4771333AmericaFrontccc.png,https://www.vgchartz.com/games/banners/pokemon-ruby-sapphire-version_banner15.jpg
204,Grand Theft Auto: Vice City,PS2,2002,Action,Rockstar Games  ,Rockstar North  ,9.6,,8.41,5.49,0.47,1.78,16.15,https://www.vgchartz.com/games/boxart/827563ccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-vice-city_banner42.jpg
205,FIFA 11,All,2010,Sports,EA Sports  ,EA Canada  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3838462AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2172087227506ccc.png
206,Mass Effect,Series,2007,Role-Playing,Microsoft Game Studios  ,BioWare  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6939273AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4346655226222ccc.png
207,Need for Speed: Most Wanted,All,2005,Racing,Electronic Arts  ,EA Canada  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9476896AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9846934227565ccc.png
208,The Sims,All,2000,Simulation,Electronic Arts  ,Maxis  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3148243AmericaFrontccc.png,https://www.vgchartz.com/games/banners/7888208227545ccc.png
209,Final Fantasy X/X-2,All,2001,Role-Playing,Square  ,Square  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5431802AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7126569227558ccc.png
210,The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Warner Bros. Interactive Entertainment  ,CD Projekt Red Studio  ,,,0.29,0.55,,0.07,0.91,https://www.vgchartz.com/games/boxart/full_5355846AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/830384771483ccc.png
211,Grand Theft Auto V,X360,2013,Action,Rockstar Games  ,Rockstar North  ,,,9.06,5.33,0.06,1.42,15.86,https://www.vgchartz.com/games/boxart/full_9218923AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/112253965883ccc.png
212,Pokémon Black / White Version,DS,2011,Role-Playing,Nintendo  ,Game Freak  ,8.6,9.0,5.51,3.2,5.66,0.8,15.18,https://www.vgchartz.com/games/boxart/full_2983232AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pokemon-black-white-version_banner84.jpg
213,Mario Tennis,Series,1995,Sports,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1252889AmericaFrontccc.png,https://www.vgchartz.com/games/banners/8494948226202ccc.png
214,Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision  ,Treyarch  ,,,6.18,6.05,0.41,2.44,15.09,https://www.vgchartz.com/games/boxart/full_4990510AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/405786285359ccc.jpg
215,Counter-Strike: Source,PC,2004,Shooter,VU Games  ,Valve Software  ,9.3,,,0.07,,0.01,0.08,https://www.vgchartz.com/games/boxart/full_9030886AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/counter-strike-source_banner19.png
216,Backyard Sports,Series,1997,Sports,Humongous Entertainment  ,Humongous Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9932423AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9495947226271ccc.png
217,Barbie,Series,1991,Action-Adventure,Hi Tech Expressions  ,Imagineering  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3875347AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7891993226331ccc.png
218,Battlefield 3,All,2011,Shooter,Electronic Arts  ,EA DICE  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_681264AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6182831227606ccc.png
219,Borderlands 3,All,2019,Shooter,2K Games  ,Gearbox Software  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_814617AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9496110227652ccc.png
220,Burnout,Series,2001,Racing,Acclaim Entertainment  ,Criterion Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3956824AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5449872226216ccc.png
